yr,firstName,lastName,constituency,party,votes
2017,Helen Mary,JONES,E14001017,Labour,27356
2017,Helen Olivia Bicknell,WHATELY,E14000700,Conservative,30390
2017,Helen Wanda,KROFANTY,E14000613,Liberal Democrats,3565
2017,Helena Mary,WINDSOR,E14000681,UKIP,2227
2017,Henrietta Sarah,BEWLEY,E14000880,Liberal Democrats,1244
2017,Henry,JEBB,E14000966,Liberal Democrats,1494
2017,Henry,MELLOR,E14000827,Green,1251
2017,Henry,STANTON,E14000619,Green,1282
2017,Henry Byron,DAVIES,W07000046,Conservative,19458
2017,Henry Campbell,BELLINGHAM,E14000859,Conservative,29408
2017,Henry Edward Millar,SMITH,E14000652,Conservative,25426
2017,Henry John,NEWMAN,E14000853,Conservative,14172
2017,Henry Paul,VANN,E14000552,Liberal Democrats,2837
2017,Herbert Winford,CROSSMAN,E14000647,UKIP,1094
2017,Hgo Michael,SUGG,E14000721,Independent,50
2017,Hilary Alice,MYERS,E14000945,Liberal Democrats,1348
2017,Hilary Raborg Houchin,WENDT,E14000799,Green,1054
2017,Hillary James,BENN,E14000777,Labour,33453
2017,Hina,MALIK,E14000701,Liberal Democrats,1387
2017,Hitesh,TAILOR,E14000681,Labour,11396
2017,Hollie Katie,DEVANNEY,E14000724,Labour,15950
2017,Holly,MUMBY?CROFT,E14000914,Conservative,17485
2017,Holly Jamie,LYNCH,E14000723,Labour,25507
2017,Hoong-Wai,CHEAH,E14000788,UKIP,700
2017,Howard,DENBY,E14000923,UKIP,1977
2017,Howard Daniel,SMITH,E14000719,Labour,10545
2017,Howard Richard,LEGG,E14000936,Liberal Democrats,3053
2017,Howard William,EVANS,W07000046,Liberal Democrats,931
2017,Hugh Christopher,LANHAM,E14000863,Liberal Democrats,1480
2017,Hugh Lawrence,EASTERBROOK,E14000727,Independent,136
2017,Hugh Lawrence,GAFFNEY,S14000011,Labour,19193
2017,Hugh Martin James,ANNAND,E14000749,Liberal Democrats,6236
2017,Hugo,SWIRE,E14000678,Conservative,29306
2017,Humaira,SANDERS,E14000675,Liberal Democrats,1275
2017,Huw,JONES,E14000937,Labour,17443
2017,Huw,MARSHALL,W07000074,Plaid Cymru,2796
2017,Huw William,MERRIMAN,E14000557,Conservative,36854
2017,Hywel,WILLIAMS,W07000057,Plaid Cymru,11519
2017,Iain DUNCAN,SMITH,E14000634,Conservative,23076
2017,Iain,MCGILL,S14000023,Conservative,15385
2017,Iain Adams,HAMILTON,E14000994,Green,633
2017,Iain Aitken,STEWART,E14000822,Conservative,30652
2017,Iain,Alexander SCOTT-BURDON,E14000792,Independent,124
2017,Iain David,LINDLEY,E14001054,Conservative,17667
2017,Iain Edward,SIMPSON,E14000603,Labour,16590
2017,Iain Michael,RAMSBOTTOM,E14000855,Labour,19521
2017,Ian,AUSTIN,E14000671,Labour,18090
2017,Ian,BLACKFORD,S14000055,SNP,15480
2017,Ian,DAVIDSON,S14000008,Labour,4519
2017,Ian,DUNCAN,S14000054,Conservative,21783
2017,Ian,LAVERY,E14001014,Labour,24338
2017,Ian,LEVY,E14000575,Conservative,15855
2017,Ian,LIDDELL-GRAINGER,E14000595,Conservative,32111
2017,Ian,MURRAY,S14000024,Labour,26269
2017,Ian,NICKLES,N06000009,Conservative,462
2017,Ian,ROSS,E14000950,UKIP,1540
2017,Ian Alexander Eric,STOTESBURY,E14001021,Liberal Democrats,5335
2017,Ian Andrew,MCLEAN,W07000070,UKIP,1271
2017,Ian Anthony George,GARRETT,E14000531,Liberal Democrats,1343
2017,Ian Arthur,ROGERS,E14000651,UKIP,1037
2017,Ian Carmichael,BRADWELL,E14000784,Liberal Democrats,792
2017,Ian Christopher,HENDERSON,E14000612,UKIP,1316
2017,Ian Christopher,SLEEMAN,E14000663,Green,454
2017,Ian Clive,JENKINS,E14001049,Liberal Democrats,570
2017,Ian Colin,LUCAS,W07000044,Labour,17153
2017,Ian David,MCCULLOCH,E14000884,Green,712
2017,Ian Douglas,PRIESTNER,E14000686,Liberal Democrats,2804
2017,Ian Edmund,KEALEY,E14000601,UKIP,1672
2017,Ian Frank,WILKES,E14000974,Liberal Democrats,808
2017,Ian Frederick James,GREEN,E14001021,UKIP,1184
2017,Ian Geoffrey,WALKER,E14000922,Conservative,13561
2017,Ian Gordon,COOPER,E14000722,Labour,17759
2017,Ian James,BOND,E14000870,UKIP,2278
2017,Ian James,JOHNSON,W07000078,Plaid Cymru,2295
2017,Ian James,MARTIN,E14001060,Labour,7418
2017,Ian Joseph,MCCARGO,E14000886,Labour,25219
2017,Ian Keith,CALLAGHAN,E14000901,Green,953
2017,Ian Michael,MIDDLETON,E14000539,Green,1225
2017,Ian Michael,WILLIAMS,W07000053,UKIP,1490
2017,Ian Micheal,FOX,E14000782,Independent,454
2017,Ian Paul,GIBBINS,E14000660,UKIP,1497
2017,Ian R.K.,PAISLEY,N06000012,DUP,28521
2017,Ian Richard,TITHERINGTON,W07000080,Plaid Cymru,2162
2017,Ian Roy,CHANDLER,W07000054,Green,954
2017,Ian Roy DE,WULVERTON,E14000555,UKIP,894
2017,Ian Royston,BARNETT,E14000875,Green,502
2017,Ian Verdun,BUCHANAN,E14000598,UKIP,630
2017,Ian Victor,SANDERSON,E14000900,Liberal Democrats,1215
2017,Ian William,GORMAN,W07000055,UKIP,1180
2017,Ibrahim,DOGUS,E14000639,Labour,14857
2017,Ieuan Wyn,JONES,W07000041,Plaid Cymru,10237
2017,Iliyan,STEFANOV,S14000050,Liberal Democrats,1742
2017,Imogen,Lisa SHEPHERD-DUBEY,E14000821,Liberal Democrats,2499
2017,Imran,HUSSAIN,E14000587,Labour,29831
2017,Imran,UDDIN,E14001040,Labour,18324
2017,Imtiyaz,SHAIKH,E14000665,Labour,10608
2017,Irene,LANG,S14000040,Liberal Democrats,994
2017,Irfan,AHMED,E14000570,Liberal Democrats,709
2017,Iris,WHITE,E14000852,CPA,128
2017,Isabel MONTEIRO DOS SANTOS,PIRES,E14000596,Green,550
2017,Isabel,NELSON,S14000029,Liberal Democrats,1045
2017,Isabel Rose,ROBSON,W07000073,Independent,646
2017,Isabelle,PARASAM,E14001011,Liberal Democrats,586
2017,Ishleen,OBEROI,E14000920,SDP,102
2017,Isobel,DAVIDSON,S14000001,Liberal Democrats,1693
2017,Isobel Lucy,GRANT,E14000675,Conservative,14942
2017,Ivan,LEWIS,E14000612,Labour,27165
2017,Ivor James,LOBO,E14000558,Green,601
2017,Iwan WYN,JONES,W07000063,Labour,5542
2017,Jack,DROMEY,E14000561,Labour,21571
2017,Jack,LOPRESTI,E14000702,Conservative,25339
2017,Jack,WYLIE,S14000032,Conservative,4106
2017,Jack Edgar,BRERETON,E14000974,Conservative,20451
2017,Jack Edwards,EASTON,E14000960,Green,828
2017,Jack Malcolm Hopper,RENDER,E14000928,Yorkshire,1539
2017,Jack Michael,RANKIN,E14000537,Conservative,12710
2017,Jack Patrick,CARRINGTON,E14000919,Yorkshire,197
2017,Jack Robert,HICKEY,E14000784,Conservative,11763
2017,Jackie,COADE,N06000011,Alliance,1256
2017,Jackie,PEARCEY,E14000808,Liberal Democrats,2597
2017,Jackson,MINFORD,N06000012,UUP,3482
2017,Jackson,NG,E14000962,Conservative,13606
2017,Jacky,HOWE,E14001022,Liberal Democrats,1012
2017,Jacob,YOUNG,E14000819,Conservative,9531
2017,Jacob,William REES-MOGG,E14000846,Conservative,28992
2017,Jacqi,HODGSON,E14001001,Green,2097
2017,Jacqueline,DOYLE-PRICE,E14000995,Conservative,19880
2017,Jacqueline,HURST,W07000043,Plaid Cymru,1171
2017,Jacqueline Anne,PORTER,E14001041,Liberal Democrats,19730
2017,Jacqui,RUSSELL,N06000009,Sinn Féin,1567
2017,Jacuetta Jane,FEWSTER,E14000824,Green,1463
2017,Jade Louise,MARSDEN,E14000916,Conservative,17212
2017,Jagdeo,HAUZAREE,E14000726,Independent,44
2017,Jagmeet,SINGH,E14001051,Independent,358
2017,Jaimes Lewis,MORAN,E14000778,Green,434
2017,Jake,LAMBERT,E14000684,Labour,4671
2017,James,AIREY,E14001037,Conservative,22909
2017,James,ASHINGTON,E14001017,UKIP,1561
2017,James,DALTON,E14000542,UKIP,3247
2017,James,FITZPATRICK,E14000882,Labour,39558
2017,James,GIBSON-WATT,W07000068,Liberal Democrats,12043
2017,James,LOVATT,E14000561,Green,610
2017,James,PATERSON,S14000027,Liberal Democrats,250
2017,James,SPEIRS,S14000033,Liberal Democrats,1387
2017,James,TAGHDISSIAN,E14000698,Conservative,18219
2017,James,WRIGHT,E14000864,Liberal Democrats,2841
2017,James Alan,ROBERTSON,E14000722,Green,440
2017,James Alexander Drummond,STEEL,E14000991,Independent,107
2017,James Andrew,BIRD,E14001012,Conservative,16394
2017,James Andrew,BOOTH,E14000802,Green,1213
2017,James Barry,DALY,E14000578,Conservative,19073
2017,James Carwithen,GREENWOOD,E14000705,Green,1241
2017,James Christopher,BLANCHARD,E14001062,Liberal Democrats,5910
2017,James Christopher,CLARK,E14000641,Independent,399
2017,James Clifford Hedley,DAWSON,E14000533,Labour,17605
2017,James Derek,FLANAGAN,E14000619,Liberal Democrats,4561
2017,James Dolan,CUNNINGHAM,E14000651,Labour,25874
2017,James Douglas,BAKER,E14000723,Liberal Democrats,1070
2017,James Edward,ABBOTT,E14001045,Green,1832
2017,James Edward Maitland,COX,E14000854,Liberal Democrats,1028
2017,James George,MORRIS,E14000722,Conservative,23012
2017,James Harry,BUSH,E14000843,UKIP,1565
2017,James Howard,BELLIS,E14000904,Conservative,10017
2017,James Ian,MEARNS,E14000709,Labour,27426
2017,James Jacob Gilchrist,BERRY,E14000902,Conservative,25499
2017,James Joseph,DUGGAN,E14000753,Peace,263
2017,James Lee,ASKWITH,E14000765,UKIP,2338
2017,James Llewellyn Vivian,KENYON,E14000743,Independent,5560
2017,James Marcus Richard,WITHAM,E14000890,Green,979
2017,James Martin,WILLIS,E14000715,Liberal Democrats,1210
2017,James Michael,DAVIES,W07000060,Conservative,17044
2017,James Michael,JOYCE,E14000717,Liberal Democrats,987
2017,James Michael,SPENCER,E14000775,Conservative,5137
2017,James Nelson,GRUNDY,E14000785,Conservative,16793
2017,James Nicholas,TURNER,W07000041,UKIP,624
2017,James Oliver,WILD,E14000848,Conservative,21748
2017,James Peter,BROKENSHIRE,E14000869,Conservative,29545
2017,James Peter Anthony,GWIZDALA,E14000899,Liberal Democrats,1265
2017,James Peter Charles,SANDBACH,E14000981,Liberal Democrats,4048
2017,James Philip,DUDDRIDGE,E14000899,Conservative,23013
2017,James Richard,FRITH,E14000611,Labour,25683
2017,James Robert,ENGLISH,E14000550,Labour,12016
2017,James Roger,CARTLIDGE,E14000946,Conservative,32829
2017,James Spencer,CLEVERLY,E14000590,Conservative,32873
2017,James Stephen,HEAPPEY,E14001026,Conservative,30488
2017,James Stephen,WHARTON,E14000971,Conservative,25214
2017,James Stuart,CALDER,S14000017,Liberal Democrats,3019
2017,James Stuart,CLARKE,E14000553,Independent,113
2017,James Tovey,CLARK,E14000763,Conservative,6871
2017,James Whiteside,GRAY,E14000860,Conservative,32398
2017,James William,BRIERLEY,E14001047,Green,1092
2017,James William,OSBEN,E14000835,Labour,11475
2017,James William,TORRANCE,E14000768,Independent,393
2017,Jamie HALCRO,JOHNSTON,S14000051,Conservative,2024
2017,Jamie,STONE,S14000009,Liberal Democrats,11061
2017,Jamie,WALLIS,W07000074,Conservative,9354
2017,Jamie Christian,SCOTT,E14000722,Liberal Democrats,859
2017,Jamie Paul,WILDMAN,E14000660,Green,957
2017,Jan,ROSS,E14000678,Labour,6857
2017,Jan,ZABLOCKI,E14000974,Green,643
2017,Jane,BROPHY,E14000532,Liberal Democrats,4051
2017,Jane,DODDS,W07000063,Liberal Democrats,8790
2017,Jane,LAWRENCE,E14000789,Realists,61
2017,Jane,PRATT,W07000076,Conservative,10413
2017,Jane Elizabeth,ELLISON,E14000549,Conservative,22876
2017,Jane Elizabeth Ann,HOWARD,E14000897,Conservative,14216
2017,Jane Marion,HUNT,E14000867,Conservative,14851
2017,Janelle Andrae,FRANCIS,E14001002,Green,1276
2017,Janet,BROWN,E14000758,UKIP,1953
2017,Janet,KENRICK,W07000052,UKIP,880
2017,Janet Elizabeth,RICHARDS,E14000828,Green,1454
2017,Janet Elizabeth,RICHES,S14000049,Liberal Democrats,13741
2017,Janet Katherine Olive,ELLARD,E14000705,Liberal Democrats,2029
2017,Janet Lynette,SPURWAY,E14000977,Independent,255
2017,Janet Mary,BATTYE,E14000614,Liberal Democrats,1952
2017,Janice,BAKER,E14000694,Green,1714
2017,Janice,MACKAY,S14000019,UKIP,628
2017,Janice,MIDDLETON,E14001028,Liberal Democrats,1656
2017,Janice Marion April,NORTH,E14000591,UKIP,556
2017,Janice Rosalind (Rosalind),SCOTT,E14000734,Labour,15565
2017,Janus,POLNCEUS,E14000750,English Democrats,93
2017,Jared,O’MARA,E14000922,Labour,21881
2017,Jason,CHINNERY,E14000770,MRLP,168
2017,Jason,HALSEY,E14000585,Pirates,418
2017,Jason,SUGARMAN,E14000911,Conservative,12036
2017,Jason,WINSTANLEY,W07000046,Pirate Party UK,149
2017,Jason Alexander,MCCARTNEY,E14000645,Conservative,27903
2017,Jason Stephen,PILLEY,E14000957,Independent,187
2017,Jason Theo George,CHARALAMBOUS,E14000764,Conservative,9925
2017,Jaspreet,OBEROI,E14000923,SDP,64
2017,Jayne,PHOENIX,E14000908,Liberal Democrats,2759
2017,Jayne Louise Stephanie,CLOUGH,E14000559,Green,943
2017,Jayne Susannah,KIRKHAM,E14001003,Labour,21331
2017,Jean,DAVIS,S14000055,Liberal Democrats,8042
2017,Jean-Anne,MITCHELL,S14000059,Labour,16602
2017,Jeanette Stefani BASSFORD-,BARTON,W07000062,UKIP,802
2017,Jeanie Hay Helen,FALCONER,E14000847,Liberal Democrats,5874
2017,Jeff,REES,W07000053,Plaid Cymru,2059
2017,Jeff,REID,E14000575,Liberal Democrats,1947
2017,Jeff,SMITH,E14000809,Labour,38424
2017,Jeffery,DONALDSON,N06000009,DUP,26762
2017,Jeffery,ROBERTS,E14000713,Independent,256
2017,Jeffery Simon,KENNER,E14000977,Labour,11699
2017,Jeffery Thomas,ARMSTRONG,E14000579,UKIP,2779
2017,Jeffrey Mark,WYATT,E14000821,UKIP,1390
2017,Jennifer,CHAPMAN,E14000658,Labour,22681
2017,Jennifer Anne,MAXWELL,E14000672,Green,382
2017,Jennifer Dunham,NADEL,E14000768,Green,767
2017,Jennifer Jane,WILKINSON,E14000985,Liberal Democrats,2302
2017,Jennifer Janet,BRATHWAITE,E14000656,Labour,21928
2017,Jennifer Mary,DONNELLAN,S14000003,Conservative,8813
2017,Jennifer Nia,GERONI,W07000078,Liberal Democrats,1020
2017,Jenny,BLAIN,S14000016,Liberal Democrats,1189
2017,Jenny,PINKETT,E14000986,Liberal Democrats,1961
2017,Jenny,WISON,S14000002,Liberal Democrats,2610
2017,Jenny Claire,WOODS,E14000889,Liberal Democrats,3378
2017,Jeremy,HUNT,E14000953,Conservative,33683
2017,Jeremy,NEWMARK,E14000703,Labour,22942
2017,Jeremy Bernard,CORBYN,E14000763,Labour,40086
2017,Jeremy Eric,HILTON,E14000712,Liberal Democrats,2716
2017,Jeremy John Elton,LEFROY,E14000965,Conservative,28424
2017,Jeremy Mark,QUIN,E14000753,Conservative,36906
2017,Jeremy Paul,WRIGHT,E14000767,Conservative,31207
2017,Jerrod William,SULLIVAN,E14000706,Labour,15529
2017,Jerry,EVANS,E14000562,Liberal Democrats,3137
2017,Jerry,LONSDALE,E14000596,Liberal Democrats,836
2017,Jerry,ROODHOUSE,E14000905,Liberal Democrats,2851
2017,Jess,MAYO,E14000808,Green,1038
2017,Jess,NORTHEY,E14000963,Green,1417
2017,Jess,PHILLIPS,E14000568,Labour,25398
2017,Jesse Clifford,PRYKE,E14000806,UKIP,1899
2017,Jessica Elizabeth,MORDEN,W07000055,Labour,20804
2017,Jewel,MIAH,E14000797,Labour,22753
2017,Jill,HOPE,E14000862,Liberal Democrats,1405
2017,Jillian Margaret,PAYNE,E14000685,Labour,11454
2017,Jim,CLARKE,E14000929,Labour,17008
2017,Jim,EADIE,S14000024,SNP,10755
2017,Jim,GUNTER,E14000665,Wessex,223
2017,Jim,MCMAHON,E14000871,Labour,29846
2017,Jim,SHANNON,N06000016,DUP,24036
2017,Jo,FITZGERALD,E14000971,Green,371
2017,Jo,GIDEON,E14000716,Conservative,14980
2017,Jo,GRAHAM,E14000828,Labour,9739
2017,Jo,JOHNSON,E14000872,Conservative,31762
2017,Jo,KIRBY,S14000046,Labour,5208
2017,Jo ROUNDELL,GREENE,E14001060,Liberal Democrats,17646
2017,Jo,SWINSON,S14000018,Liberal Democrats,21023
2017,Joan,MITCHELL,S14000013,Liberal Democrats,1241
2017,Joan Carol,TEBBUTT,E14001014,Liberal Democrats,2015
2017,Joan Margaret,COOMBES,S14000043,Labour,17469
2017,Joan Marie,RYAN,E14000691,Labour,28177
2017,Joan Mary,MACQUEEN,E14000740,Liberal Democrats,912
2017,Joanna Catherine,CHERRY,S14000025,SNP,17575
2017,Joanna Meriel,STEVENS,W07000050,Labour,25193
2017,Joanne,BARTON,E14001033,Liberal Democrats,1069
2017,Joanne Edna Sarah,RUST,E14000859,Labour,15620
2017,Joanne Marie,PLATT,E14000785,Labour,26347
2017,Joanne Mary,ROSS,S14000050,Labour,10847
2017,Jodian,RODGERS,E14000602,MFRP,101
2017,Joe,BOYLE,N06000016,SDLP,2404
2017,Joe,JENKINS,E14000883,LP,130
2017,Joe,OTTEN,E14000923,Liberal Democrats,2022
2017,Joe,RICHARDS,E14000720,Liberal Democrats,3817
2017,Joe,SMYTH,W07000077,UKIP,1605
2017,Joe,WESTNIDGE,E14000919,SDP,38
2017,Joel Peter,KEMP,E14000557,Liberal Democrats,4485
2017,Johanna,PRIOR,E14000534,Green,2542
2017,Johanna Peta,CHURCHILL,E14000613,Conservative,36794
2017,Johanna Rose,BOAL,E14000556,Labour,18457
2017,John,BOADU,E14000654,CPA,177
2017,John,BOULTON,E14001018,Independent,1217
2017,John,CLARK,E14000993,Liberal Party,753
2017,John,COMRMACK,S14000027,SCP,1108
2017,John,COUGLIN,E14000789,Green,1640
2017,John,DOHERTY,N06000008,Alliance,847
2017,John,FERRY,S14000014,Liberal Democrats,1949
2017,John,FINUCANE,N06000002,Sinn Féin,19159
2017,John,FREEMAN,E14000913,Independent,680
2017,John,HAYWARD,E14000617,Conservative,9133
2017,John,HEALEY,E14001028,Labour,28547
2017,John,J.FERGUSON,S14000030,UKIP,504
2017,John,LAMONT,S14000008,Conservative,28213
2017,John,LANGLEY,E14000601,Independent,116
2017,John,LEECH,E14000809,Liberal Democrats,8549
2017,John,MACEFIELD,E14001029,Green,533
2017,John,MANN,E14000546,Labour,27467
2017,John,MANSOOK,E14000727,Green,742
2017,John,MCKIERNAN,E14000610,Labour,18889
2017,John,NICOLSON,S14000018,SNP,15684
2017,John,O'DOWD,N06000017,Sinn Féin,14325
2017,John,OTLEY,E14000778,Yorkshire,422
2017,John,SPELLAR,E14001016,Labour,27004
2017,John,STEWARD,N06000005,UUP,4524
2017,John,VINCENT,E14000907,Liberal Democrats,3765
2017,John Alan,REDWOOD,E14001048,Conservative,33806
2017,John Alexander Melvin,HEMMING,E14000568,Liberal Democrats,7984
2017,John Anthony,FIRKINS,E14000701,Green,809
2017,John Anthony David,RIDGWAY,E14000541,Liberal Democrats,549
2017,John Bernard Cowan,COYNE,E14001044,Green,429
2017,John Campbell,REID,E14000911,Liberal Democrats,1286
2017,John Charles,BARON,E14000544,Conservative,27381
2017,John Charles,BOOKER,E14000876,UKIP,3453
2017,John Charles,SKIPWORTH,E14000805,Liberal Democrats,1322
2017,John Craig,LAWSON,E14000548,Liberal Democrats,1224
2017,John Craig,TUTTON,E14000839,Green,1607
2017,John Daniel,SHAW,E14000545,Liberal Democrats,3406
2017,John David,PAYNE,E14000902,Green,824
2017,John David,PENROSE,E14001038,Conservative,29982
2017,John David,STANSFIELD,E14000957,UKIP,1666
2017,John Edmund,POYNTON,E14000676,UKIP,504
2017,John Edward,SHEARME,E14000550,UKIP,1609
2017,John Flasby Lawrance,WHITTINGDALE,E14000806,Conservative,34111
2017,John Francis,RUSSELL,E14000788,Liberal Democrats,3317
2017,John Frederick Charles,SCUTTER,E14000909,UKIP,1869
2017,John Gary,FISHER,E14000531,Labour,12010
2017,John George,KENT,E14000995,Labour,19535
2017,John Gordon,THURLEY,E14000922,UKIP,929
2017,John Gregor Lawson,GUTHRIE,E14000855,Green,1255
2017,John Henry,HAYES,E14000939,Conservative,35179
2017,John Howard,KELLY,E14000969,UKIP,1088
2017,John Hugh,MORRIS,E14000719,Peace,205
2017,John James,CLARKE,E14000690,BNP,738
2017,John James,POTTER,E14001057,Liberal Democrats,2551
2017,John Joseph,BICKLEY,E14000686,UKIP,1109
2017,John Mark,LANCASTER,E14000821,Conservative,30367
2017,John Martin,MCDONNELL,E14000737,Labour,31796
2017,John Michael,HOWELL,E14000742,Conservative,33749
2017,John Orrell,HOWSON,E14000539,Liberal Democrats,3452
2017,John Patrick,WRIGHT,E14000943,Liberal Democrats,2073
2017,John Paul,BOWMAN,E14000737,Green,571
2017,John Peter,WARNOCK,E14000573,Green,341
2017,John Phillip,GLEN,E14000912,Conservative,30952
2017,John Prideaux,PERRY,E14000736,UKIP,2011
2017,John Richard,BRIDGES,E14000807,Liberal Democrats,1678
2017,John Richard,WALLACE,E14000534,UKIP,1668
2017,John Robert,BOYD,S14000052,Liberal Democrats,1476
2017,John Robert,CRYER,E14000790,Labour,32234
2017,John Robert,LLOYD,E14000768,AGS,49
2017,John Robert MCCONNACHIE,WADDELL,S14000058,Liberal Democrats,4461
2017,John Robert,TINLEY,E14000866,Conservative,11907
2017,John Roy,SWALES,E14000530,UKIP,1796
2017,John Simon,BERCOW,E14000608,Speaker,34299
2017,John Simon,HAYES,E14000749,Labour,19158
2017,John Stuart,AGNEW,E14000701,UKIP,1510
2017,John Timothy,GROGAN,E14000766,Labour,24056
2017,John Wesley Julian Lorenzo,GIBSON,E14000626,CPA,260
2017,John William,ALLMAN,E14000837,CPA,185
2017,John William,DEAN,E14000623,NHAP,871
2017,John William,GRANT,E14000915,UKIP,1763
2017,John William Stanley,WHITBY,E14000855,UKIP,2518
2017,John Zak,WOODCOCK,E14000543,Labour,22592
2017,Johnny,MCNALLY,S14000028,SNP,20952
2017,Johnny,MERCER,E14000879,Conservative,23567
2017,Jon,HOMAN,E14000720,AWP,222
2017,Jon Charles,HANNAH,E14000779,Liberal Democrats,1952
2017,Jon Hedley,TRICKETT,E14000740,Labour,25740
2017,Jon Martin,NICHOLAS,E14000584,Liberal Democrats,3168
2017,Jon Timothy Ashby,BALL,E14000674,Liberal Democrats,3075
2017,Jonathan,BROWN,E14000633,Liberal Democrats,6749
2017,Jonathan,CRUDDAS,E14000657,Labour,22958
2017,Jonathan,DAVIES,E14000703,Liberal Democrats,3463
2017,Jonathan,ELMER,E14000641,Green,797
2017,Jonathan Charles,COLLINGS,E14000641,YPP,45
2017,Jonathan Christopher,KENT,E14000557,Green,1438
2017,Jonathan Christopher St. Aubyn,ESSEX,E14000893,Green,2214
2017,Jonathan Daniel Stewart,BARRAS,E14000587,UKIP,1372
2017,Jonathan David,HARVEY,E14000803,Lord Buckethead,249
2017,Jonathan Deryck,BULLOCK,E14000861,UKIP,1404
2017,Jonathan Edward,PRATT,W07000073,Liberal Democrats,919
2017,Jonathan George Caladine,LORD,E14001047,Conservative,29903
2017,Jonathan Harold,FRYER,E14000657,Liberal Democrats,465
2017,Jonathan Howard,NOBLE,E14000798,UKIP,2460
2017,Jonathan Martin,ORRELL,E14000936,Green,2278
2017,Jonathan Matthew,WHITEHOUSE,E14000693,Liberal Democrats,2884
2017,Jonathan Michael,BRAMALL,E14000672,Liberal Democrats,625
2017,Jonathan Michael,DAVIES,E14000877,Independent,412
2017,Jonathan Michael Graham,ASHWORTH,E14000783,Labour,37157
2017,Jonathan Paul,SMITH,E14000870,Liberal Democrats,1683
2017,Jonathan Simon,DJANOGLY,E14000757,Conservative,32915
2017,Jonathan Stuart,MITCHELL,E14000751,Liberal Democrats,1371
2017,Jonathan Terence,HORNETT,E14001025,Green,956
2017,Jonathan William,TYSON,E14000553,Green,639
2017,Jonathon,CHILVERS,E14001019,Green,1198
2017,Jonathon Charles,WALLACE,E14000574,Liberal Democrats,4366
2017,Jonathon Edward,BISHOP,E14000698,Independent,67
2017,Jonathon Edward,GULLIS,E14001020,Conservative,11699
2017,Jonathon Haddin,WEST,E14000698,Independent,212
2017,Jonathon Neil,REYNOLDS,E14000967,Labour,24277
2017,Jonny,ORR,N06000009,Independent,222
2017,Jonty,LEFF,E14000721,WRP,86
2017,Jordan Luke,WILLIAMS,E14000948,Liberal Democrats,1514
